,id,title,release_date,budget,genres
2711,1911,The 13th Warrior,1999-08-27,160000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]"
2712,2900,The Astronaut's Wife,1999-08-26,75000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
2713,17709,Dudley Do-Right,1999-08-27,70000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
2720,2162,Chill Factor,1999-09-01,70000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]"
2721,14578,Outside Providence,1999-08-16,7000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2725,10307,Stigmata,1999-09-10,29000000.0,"[{'id': 27, 'name': 'Horror'}]"
2726,11601,Stir of Echoes,1999-09-10,12000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2736,26522,A Soldier's Story,1984-09-14,6000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10752, 'name': 'War'}]"
2737,23761,Alice Sweet Alice,1976-11-13,340000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2742,14,American Beauty,1999-09-15,15000000.0,"[{'id': 18, 'name': 'Drama'}]"
2743,24128,Stop Making Sense,1984-11-16,1200000.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]"
2744,11001,Blue Streak,1999-09-17,65000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
2745,10390,For Love of the Game,1999-09-17,50000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2746,9453,Caligula,1979-01-21,17500000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
2747,704,A Hard Day's Night,1964-07-06,560000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
2750,24153,The Buddy Holly Story,1978-05-18,1200000.0,"[{'id': 18, 'name': 'Drama'}]"
2751,11797,Fright Night,1985-08-02,9000000.0,"[{'id': 27, 'name': 'Horror'}]"
2755,10669,Deliverance,1972-07-30,2000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]"
2756,11527,Excalibur,1981-04-10,11000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]"
2760,28032,Thumbelina,1994-03-30,28000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
2761,11326,Tommy,1975-03-19,5000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]"
2764,10974,Armour of God,1986-08-16,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]"
2765,10398,Double Jeopardy,1999-09-24,70000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2769,60994,Guinevere,1999-09-04,2600000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2772,14429,Drive Me Crazy,1999-10-01,8000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]"
2773,15198,"Mystery, Alaska",1999-10-01,28000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
2774,6415,Three Kings,1999-09-27,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
2775,24066,"Happy, Texas",1999-12-03,1700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
2782,10349,The Dark Half,1993-04-23,15000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}]"
2784,29787,Monkey Shines,1988-07-29,7000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
2785,9638,Phantasm,1979-03-28,300000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
2786,10576,Psycho II,1983-06-03,5000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2790,12618,Random Hearts,1999-10-08,64000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2792,226,Boys Don't Cry,1999-09-02,2000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
2796,10388,The Limey,1999-05-15,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2799,9346,Risky Business,1983-08-05,6200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
2800,861,Total Recall,1990-06-01,65000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]"
2802,9377,Ferris Bueller's Day Off,1986-06-11,6000000.0,"[{'id': 35, 'name': 'Comedy'}]"
2803,11541,The Year of Living Dangerously,1982-12-17,6000000.0,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2805,11901,High Plains Drifter,1973-04-19,5500000.0,"[{'id': 37, 'name': 'Western'}]"
2806,4929,Hang 'em High,1968-07-31,1800000.0,"[{'id': 37, 'name': 'Western'}]"
2809,8416,The Conformist,1970-10-21,750000.0,"[{'id': 18, 'name': 'Drama'}]"
2813,18254,Reds,1981-12-25,32000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
2814,56235,Return with Honor,1999-06-11,1000000.0,"[{'id': 99, 'name': 'Documentary'}]"
2820,16305,Sullivan's Travels,1941-11-30,689665.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2823,19997,Niagara,1953-01-26,1250000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
2825,17352,South Pacific,1958-03-18,6000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]"
2826,535,Flashdance,1983-04-14,4000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
2828,1654,The Dirty Dozen,1967-06-15,5400000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]"
2830,14831,Help!,1965-07-29,1500000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]"
2831,658,Goldfinger,1964-09-17,2500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2832,657,From Russia with Love,1963-10-11,2000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}]"
2833,646,Dr. No,1962-10-04,950000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2834,5689,The Blue Lagoon,1980-07-05,4500000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
2835,391,A Fistful of Dollars,1964-09-12,200000.0,"[{'id': 37, 'name': 'Western'}]"
2836,8052,Hard Eight,1996-02-28,3000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
2837,772,Home Alone 2: Lost in New York,1992-11-19,18000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]"
2840,31650,Someone to Watch Over Me,1987-10-09,17000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]"
2841,73575,Sparrows,1926-05-14,463455.0,"[{'id': 18, 'name': 'Drama'}]"
2842,302579,Naturally Native,1999-10-08,700000.0,"[{'id': 18, 'name': 'Drama'}]"
2843,550,Fight Club,1999-10-15,63000000.0,"[{'id': 18, 'name': 'Drama'}]"
2845,12220,The Story of Us,1999-10-13,50000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2850,404,The Straight Story,1999-10-15,10000000.0,"[{'id': 18, 'name': 'Drama'}]"
2852,36819,Time Bandits,1981-07-13,5000000.0,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]"
2854,9343,Fitzcarraldo,1982-03-04,7362000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
2857,11562,Crimes and Misdemeanors,1989-10-13,19000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2859,16162,The Best Man,1999-10-22,9000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
2860,8649,Bringing Out the Dead,1999-10-22,32000000.0,"[{'id': 18, 'name': 'Drama'}]"
2862,10563,Three to Tango,1999-10-22,20000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
2869,5548,RoboCop,1987-07-17,13000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]"
2870,5549,RoboCop 2,1990-06-22,35000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
2871,856,Who Framed Roger Rabbit,1988-06-21,70000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10751, 'name': 'Family'}]"
2873,699,For Your Eyes Only,1981-06-23,28000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2874,709,Licence to Kill,1989-07-07,32000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2875,253,Live and Let Die,1973-07-05,7000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2877,660,Thunderball,1965-12-16,5500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2879,11377,House on Haunted Hill,1999-10-29,19000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2880,26149,Music of the Heart,1999-10-29,27000000.0,"[{'id': 18, 'name': 'Drama'}]"
2881,492,Being John Malkovich,1999-09-30,13000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
2882,108346,Dreaming of Joseph Lees,1999-10-29,2000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]"
2884,128,Princess Mononoke,1997-07-12,26500000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}]"
2887,8056,Train of Life,1998-09-16,154790.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10752, 'name': 'War'}]"
2888,2020,The Bachelor,1999-11-05,51000000.0,"[{'id': 35, 'name': 'Comedy'}]"
2889,9481,The Bone Collector,1999-11-04,73000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
2890,9008,The Insider,1999-10-28,90000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
2897,18111,Bride of Re-Animator,1989-10-01,2000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
2900,16281,Creepshow,1982-11-12,8000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}]"
2901,16288,Creepshow 2,1987-05-01,3500000.0,"[{'id': 27, 'name': 'Horror'}]"
2902,1694,Re-Animator,1985-10-18,900000.0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]"
2903,476,Drugstore Cowboy,1989-09-09,2500000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
2904,37094,Falling Down,1993-02-26,25000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
2906,961,The General,1926-12-31,750000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2907,73969,My Best Girl,1927-10-31,483103.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
2908,24831,Piranha,1978-08-03,660000.0,"[{'id': 27, 'name': 'Horror'}]"
2912,21610,Nighthawks,1981-03-17,5000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]"
2916,957,Spaceballs,1987-06-24,22700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
2917,11886,Robin Hood,1973-11-08,15000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
2919,62204,Quest for Fire,1981-12-15,12000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
2920,11040,Little Big Man,1970-12-14,15000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}, {'id': 36, 'name': 'History'}]"
2922,1621,Trading Places,1983-06-07,40600000.0,"[{'id': 35, 'name': 'Comedy'}]"
2931,47941,Under the Rainbow,1981-07-31,20000000.0,"[{'id': 35, 'name': 'Comedy'}]"
2934,21349,Anywhere But Here,1999-11-12,23000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]"
2935,1832,Dogma,1999-11-12,10000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]"
2936,10047,The Messenger: The Story of Joan of Arc,1999-10-18,60000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
2937,10228,Pokémon: The First Movie: Mewtwo Strikes Back,1998-07-18,30000000.0,"[{'id': 16, 'name': 'Animation'}]"
2945,9289,The Longest Day,1962-09-25,10000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]"
2949,11165,Tora! Tora! Tora!,1970-01-26,25485000.0,"[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]"
2950,4203,Women on the Verge of a Nervous Breakdown,1988-03-14,700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2951,24226,The Verdict,1982-12-08,16000000.0,"[{'id': 18, 'name': 'Drama'}]"
2958,11481,Repulsion,1965-06-01,300000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]"
2964,2668,Sleepy Hollow,1999-11-18,100000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]"
2965,36643,The World Is Not Enough,1999-11-08,135000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]"
2966,99,All About My Mother,1999-04-19,8272296.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2972,5156,Bicycle Thieves,1948-11-24,133000.0,"[{'id': 18, 'name': 'Drama'}]"
2973,24276,Matewan,1987-08-28,4000000.0,"[{'id': 18, 'name': 'Drama'}]"
2978,596,The Grapes of Wrath,1940-03-15,750000.0,"[{'id': 18, 'name': 'Drama'}]"
2981,11393,The Natural,1984-05-11,28000000.0,"[{'id': 18, 'name': 'Drama'}]"
2984,10998,Fatal Attraction,1987-09-11,14000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
2985,12235,Jagged Edge,1985-10-04,15000000.0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2986,36094,Stanley & Iris,1990-02-09,23000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
2987,9013,Midnight Run,1988-07-20,30000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]"
2990,2924,Backdraft,1991-05-24,75000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
2991,177,The Fisher King,1991-09-09,24000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
2992,38557,The River,1984-12-01,18000000.0,"[{'id': 18, 'name': 'Drama'}]"
2996,9946,End of Days,1999-11-24,100000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]"
2997,863,Toy Story 2,1999-10-30,90000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]"
3000,22267,Ride with the Devil,1999-11-24,38000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]"
3001,55123,Tumbleweeds,1999-11-28,312000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
3008,20024,The End of the Affair,1999-12-03,23000000.0,"[{'id': 18, 'name': 'Drama'}]"
3013,9586,The Bonfire of the Vanities,1990-12-21,47000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
3024,32669,The Two Jakes,1990-08-10,19000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]"
3029,10402,Deuce Bigalow: Male Gigolo,1999-12-10,17000000.0,"[{'id': 35, 'name': 'Comedy'}]"
3030,497,The Green Mile,1999-12-10,60000000.0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]"
3031,1715,The Cider House Rules,1999-12-17,24000000.0,"[{'id': 18, 'name': 'Drama'}]"
3035,25188,The Last Picture Show,1971-10-03,1300000.0,"[{'id': 18, 'name': 'Drama'}]"
3036,15515,The 7th Voyage of Sinbad,1958-12-05,650000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]"
3038,1439,Anna and the King,1999-12-16,75000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]"
3039,2277,Bicentennial Man,1999-12-17,100000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]"
3040,10137,Stuart Little,1999-12-17,133000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]"
3042,49948,Fantasia 2000,1999-12-17,80000000.0,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}]"
3043,334,Magnolia,1999-12-08,37000000.0,"[{'id': 18, 'name': 'Drama'}]"
3044,30237,Onegin,1999-12-22,14000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
3045,50116,Simpatico,1999-09-15,10000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
3051,624,Easy Rider,1969-05-07,360000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]"
3056,9563,Any Given Sunday,1999-12-16,55000000.0,"[{'id': 18, 'name': 'Drama'}]"
3057,1850,Man on the Moon,1999-12-22,82000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]"
3058,926,Galaxy Quest,1999-12-23,45000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]"
3059,1213,The Talented Mr. Ripley,1999-12-25,40000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
3060,10471,Next Friday,2000-01-12,11000000.0,"[{'id': 35, 'name': 'Comedy'}]"
3061,10400,The Hurricane,1999-09-17,50000000.0,"[{'id': 18, 'name': 'Drama'}]"
3063,20761,Play It to the Bone,1999-12-25,24000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
3069,3558,"Girl, Interrupted",1999-12-21,40000000.0,"[{'id': 18, 'name': 'Drama'}]"
3072,17908,My Dog Skip,2000-01-14,7000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]"
3073,10384,Supernova,2000-01-14,90000000.0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]"
3075,48233,The Terrorist,1998-09-12,24554.0,"[{'id': 18, 'name': 'Drama'}]"
3078,632,Stalag 17,1953-05-29,1661530.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]"
3080,5924,Papillon,1973-12-13,12000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]"
3084,11900,Even Dwarfs Started Small,1970-09-16,200000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]"
3085,10493,Dead Calm,1989-04-07,10000000.0,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]"
3092,13342,Fast Times at Ridgemont High,1982-08-13,4500000.0,"[{'id': 35, 'name': 'Comedy'}]"
3093,35119,A Cry in the Dark,1988-11-11,15000000.0,"[{'id': 18, 'name': 'Drama'}]"
3095,14919,Batman: Mask of the Phantasm,1993-12-25,6000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]"
3100,47620,Poison,1991-04-05,250000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]"
3107,10472,Down to You,2000-01-21,9000000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]"
3120,18681,Eye of the Beholder,1999-09-04,15000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]"
3121,75531,Isn't She Great,2000-01-28,36000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]"
3128,1883,Malcolm X,1992-11-18,34000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]"
3129,2005,Sister Act,1992-05-28,31000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
3130,6279,Sister Act 2: Back in the Habit,1993-12-09,38000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
3131,11087,The Hand that Rocks the Cradle,1992-01-10,11700000.0,"[{'id': 53, 'name': 'Thriller'}]"
3132,7305,Alive,1993-01-15,32000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]"
3134,9475,Scent of a Woman,1992-12-23,31000000.0,"[{'id': 18, 'name': 'Drama'}]"
3135,8872,Wayne's World,1992-02-14,20000000.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]"
3137,11287,A League of Their Own,1992-07-01,40000000.0,"[{'id': 35, 'name': 'Comedy'}]"
3138,9869,Patriot Games,1992-06-04,45000000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]"
3139,619,The Bodyguard,1992-11-25,25000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]"
